nofish	livebait	camper	persons	child	xb	zg	count
0	1	1	1	0	1.0195733308792114	1.7188441753387451	2
1	0	0	3	1	1.8674137592315676	-0.5484791398048401	1
1	0	0	4	1	0.7143785357475281	-2.5506811141967773	0
1	1	1	1	0	0.04400812089443207	2.2629549503326416	1
0	1	1	4	0	5.005039691925049	3.572134256362915	149
0	1	1	3	2	2.461556434631348	-2.7698724269866943	0
0	1	1	3	1	1.570416808128357	-0.3906162679195404	1
0	1	0	2	0	-1.4908524751663208	0.08899945765733719	0
0	1	1	3	0	-0.8651333451271057	0.9720797538757324	0
0	1	0	2	1	0.8338031768798828	0.023357685655355453	1
0	1	0	4	2	2.2084999084472656	-1.7343733310699463	0
0	1	1	3	1	1.63320791721344	-1.5012526512145996	0
0	1	0	4	2	1.5240097045898438	-4.32427978515625	0
1	0	0	4	0	2.4913747310638428	-0.7220575213432312	2
0	1	1	2	0	1.0847690105438232	2.9630026817321777	2
0	1	0	4	0	3.5946772098541264	0.8602088689804077	29
0	1	1	1	0	1.12883460521698	2.0607004165649414	3
1	0	1	2	0	-0.3859399259090424	2.266276359558105	0
0	1	0	4	2	2.213509559631348	-2.0680947303771973	0
1	0	0	3	0	2.518778085708618	-0.11092140525579453	5
0	1	1	2	0	0.01158948428928852	-0.33921802043914795	0
0	1	0	4	1	3.2988061904907227	-2.6714301109313965	0
0	1	1	1	0	-0.2583029568195343	0.714798092842102	0
0	1	0	3	1	0.9311610460281372	-1.9252318143844604	0
0	1	1	4	1	3.2343406677246094	-1.934120535850525	0
0	1	1	4	1	0.5665621161460876	1.3611514568328855	1
0	1	1	1	0	1.9740951061248782	3.178084135055542	7
0	1	1	2	0	0.10992277413606644	2.1244986057281494	1
0	1	0	1	0	-1.052196025848389	-1.8377094268798828	0
1	0	0	4	1	1.1932103633880615	0.7328076362609863	2
0	1	0	3	2	0.3515802323818207	-2.1842682361602783	0
1	1	0	2	0	1.1800631284713743	1.2939589023590088	2
0	1	0	2	1	0.4423512518405914	-0.2527506947517395	0
0	1	0	4	1	0.33950772881507874	-0.7681897282600403	0
1	0	1	3	1	0.3680575489997864	-0.8483712077140808	0
1	1	1	3	2	2.431215047836304	-0.9453376531600952	1
0	1	0	2	1	-0.2673998773097992	-1.6204291582107544	0
1	1	0	1	0	-0.366596519947052	2.5145416259765625	0
1	0	1	4	3	1.4816583395004272	-2.8209607601165767	0
0	1	0	1	0	-0.620765745639801	0.5831140875816345	0
1	0	1	4	3	1.5936685800552368	-2.947399616241455	0
0	1	0	4	1	2.824294328689575	-0.7420329451560974	3
0	1	1	1	0	1.4875385761260986	2.265225410461426	4
0	1	1	3	0	1.1390730142593384	3.4486987590789795	3
0	1	0	2	0	1.4158217906951904	1.297202467918396	3
0	1	1	4	0	2.1720778942108154	4.2631850242614755	8
1	0	1	3	0	0.8180824518203735	3.0585968494415283	2
1	1	1	1	0	0.33259066939353943	2.045859098434448	1
0	1	0	4	0	1.8568427562713623	2.516795873641968	6
1	1	1	4	2	0.5936886668205261	-1.9772078990936282	0
0	1	1	2	1	0.061764005571603775	1.2698074579238892	0
1	1	0	4	0	1.984782338142395	0.8246141672134399	5
0	1	1	4	1	1.9638563394546509	0.03152037039399147	3
0	1	0	3	1	3.7260725498199454	0.7016750574111938	31
0	1	1	2	1	0.34932491183280945	-0.16147944331169128	0
0	1	0	2	0	0.7040555477142334	2.3449170589447017	2
1	1	1	4	3	1.5692437887191772	-4.469278812408447	0
0	1	1	2	1	0.7810648679733276	-1.89013671875	0
1	0	0	3	0	0.13955503702163696	0.3391566872596741	0
0	1	1	3	1	1.5416204929351809	-1.5310702323913574	0
1	1	0	1	0	0.07187355309724808	1.3057957887649536	0
0	1	0	2	0	0.7465148568153381	-0.6505948305130005	0
1	1	1	4	0	1.925082445144653	3.5670778751373287	6
0	1	0	3	0	2.21421217918396	2.691571950912476	9
1	0	1	3	2	-0.5997015237808228	-2.0597519874572754	0
1	0	1	2	1	-2.1073310375213623	0.14134617149829865	0
0	1	1	1	0	-2.4904553890228267	2.0737595558166504	0
0	1	1	2	1	-0.07047626376152039	-0.4784903526306152	0
0	1	0	1	0	-0.2335037440061569	0.15250636637210846	0
0	1	0	2	0	2.1488587856292725	-0.4885744154453278	2
0	1	0	3	0	3.1737546920776367	0.3783903419971466	15
0	1	1	1	0	0.6767058372497559	1.6237850189208984	1
1	1	1	2	0	0.9033687114715576	2.0153822898864746	2
0	1	1	3	1	2.121471881866455	-0.0916062667965889	3
1	1	1	1	0	-1.6806565523147583	2.2772350311279297	0
0	1	1	4	0	4.2684879302978525	1.3622959852218628	65
0	1	1	3	0	1.7596712112426758	1.4781696796417236	5
0	1	0	1	0	0.007159876171499491	0.18456409871578214	0
1	1	1	3	2	3.5338106155395512	-3.252695322036743	0
0	1	0	4	1	1.9028284549713133	-1.5904018878936768	0
0	1	0	4	2	2.054314374923706	-3.1391892433166504	0
1	1	0	1	0	0.1320486068725586	2.2440671920776367	1
0	1	1	4	1	2.8445887565612797	-0.0782078355550766	8
0	1	1	3	0	-0.15022751688957214	2.4962151050567627	0
0	1	1	3	2	0.3775939643383026	-2.294372320175171	0
0	1	1	4	3	1.4610018730163574	-3.943372011184693	0
0	1	1	3	0	0.9519529342651368	2.606308937072754	2
0	1	1	2	1	1.5310728549957275	1.5372602939605713	4
1	1	0	4	0	1.716095209121704	1.8269017934799197	5
0	1	0	2	0	2.242041826248169	2.3986170291900635	9
0	1	0	4	2	3.389037609100342	-2.8933026790618896	0
0	1	0	2	0	-0.4574646651744842	3.179333209991455	0
0	1	1	2	0	-0.2636694610118866	1.7608680725097656	0
0	1	0	1	0	-0.7124375700950623	1.1771656274795532	0
1	1	1	2	0	3.053916931152344	2.4691078662872314	21
0	1	0	1	0	-2.7082767486572266	0.3473309874534607	0
0	1	1	3	0	1.872051477432251	2.307969570159912	6
0	1	0	2	1	0.16974900662899015	-0.8351220488548279	0
1	0	1	2	0	-0.3488560914993286	2.941457509994507	0
0	1	1	2	1	0.24021922051906586	-0.4031737744808197	0
1	1	0	3	1	2.4038770198822017	-1.5685287714004517	0
0	1	1	4	1	2.988574504852295	0.950103223323822	16
1	0	0	3	2	0.005257762037217617	-3.463099956512451	0
0	1	1	3	2	0.400785356760025	-1.7190524339675903	0
1	1	1	4	0	1.5923120975494385	3.4721469879150386	4
0	1	1	2	1	1.022531270980835	0.5986690521240234	2
0	1	1	3	0	2.3773417472839355	2.5786168575286865	10
1	0	1	1	0	-2.112927198410034	1.6301124095916748	0
0	1	1	1	0	-0.5575071573257446	1.9381258487701416	0
1	0	0	1	0	-1.2762210369110107	0.1458602249622345	0
1	0	1	2	0	1.0607860088348389	2.973175525665283	2
1	1	1	2	0	0.4099714457988739	1.2875434160232544	1
0	1	0	1	0	1.4727476835250854	1.0017284154891968	3
0	1	1	3	1	1.1222449541091921	-1.0149910449981692	0
0	1	1	4	2	2.2423763275146484	-2.386286735534668	0
0	1	1	2	0	3.1638433933258057	1.296834945678711	21
0	1	0	2	1	-0.5853067636489868	-2.0787627696990967	0
0	1	0	2	0	-0.015607118606567385	2.2990167140960693	0
1	0	1	1	0	0.8344883322715759	2.2055110931396484	2
1	0	1	2	1	-1.2688760757446291	1.5709195137023926	0
0	1	1	4	1	2.7570819854736333	-0.8666195273399353	3
0	1	1	3	1	1.703949213027954	-1.1545815467834473	0
0	1	1	4	0	3.7650024890899663	1.189270257949829	38
1	1	1	4	3	2.7190511226654053	-4.6141929626464835	0
0	1	1	1	0	-0.15402184426784515	2.465320110321045	0
0	1	0	1	0	-0.4115256369113922	0.2571351230144501	0
0	1	1	1	0	0.5311220288276672	2.9289655685424805	1
0	1	0	1	0	1.3403061628341677	3.5663721561431885	3
0	1	1	1	0	-1.5620501041412354	1.4067739248275757	0
0	1	0	2	0	0.2253839522600174	2.2209911346435547	1
1	1	0	4	2	4.502663612365723	-4.730084896087647	0
1	0	0	2	1	0.16219976544380188	-1.125854253768921	0
0	1	0	4	2	3.047013521194458	-3.184262990951538	0
0	1	0	3	1	1.6307533979415894	-2.707653284072876	0
0	1	1	4	2	1.9832550287246704	0.573806643486023	5
0	1	0	4	2	3.877111434936523	-2.1798124313354488	0
1	0	0	4	1	1.584755539894104	-1.289599061012268	0
0	1	0	3	0	1.7011432647705078	0.005117925349622965	2
1	1	1	2	1	-0.17060498893260956	1.4698635339736938	0
0	1	1	1	0	-0.4969801902770996	0.9579061269760132	0
0	1	0	2	1	1.218269944190979	-0.66424161195755	0
0	1	1	2	0	0.0375366136431694	2.8617730140686035	1
1	1	1	3	1	1.5232441425323486	3.0395727157592773	4
1	1	0	1	0	-0.9076981544494628	0.6114888191223145	0
0	1	1	3	2	2.331376552581787	-2.3555257320404053	0
0	1	1	2	1	1.06808602809906	1.3750563859939575	2
0	1	1	1	0	1.4012657403945925	2.14104962348938	3
1	1	0	4	2	3.9304218292236333	-2.743903160095215	0
0	1	0	3	1	0.19624698162078855	-1.7810739278793335	0
0	1	0	2	0	0.029527381062507633	1.0022042989730835	0
1	0	0	2	0	-0.766901433467865	-0.44208770990371693	0
0	1	1	1	0	0.6611886620521545	3.241333484649658	1
0	1	1	2	0	1.0150740146636963	0.9489593505859376	2
0	1	1	1	0	-1.0466680526733398	0.7609766125679016	0
0	1	1	3	0	1.9380548000335691	2.159034252166748	6
0	1	1	2	0	1.724750518798828	0.9278468489646912	4
0	1	1	2	0	0.6026552319526672	3.5716090202331543	1
0	1	1	4	2	2.4137816429138184	-1.316399097442627	1
1	0	0	2	0	-1.2007685899734497	1.0577998161315918	0
0	1	1	3	1	1.9638493061065676	-0.7330012321472168	1
0	1	0	3	0	-0.2910656929016113	1.315508246421814	0
1	1	1	2	0	-0.7552357316017151	2.3242087364196777	0
0	1	1	4	3	1.7948591709136963	-5.625943660736084	0
0	1	1	2	1	-0.392648845911026	0.6772754192352295	0
1	1	1	3	2	1.3746405839920044	-2.595630168914795	0
1	1	1	2	1	0.8288341164588928	-1.4571154117584229	0
