CustomerID	recency	frequency	monetary
12936.0	17	62	1063.9000000000005
12937.0	15	120	1504.2700000000004
12938.0	25	9	114.14
12939.0	64	47	11581.8
12940.0	54	99	913.5400000000001
12942.0	131	75	683.9000000000001
12944.0	35	30	604.51
12945.0	288	23	462.95000000000005
12947.0	143	97	1603.9900000000002
12948.0	16	116	2064.95
12949.0	30	215	4167.220000000001
12950.0	2	23	1843.0
12951.0	8	63	1064.0700000000004
12952.0	5	79	1387.7900000000004
12953.0	9	17	329.84999999999997
12955.0	1	180	4757.159999999999
12956.0	306	19	108.07
12957.0	9	238	4017.5400000000027
12962.0	7	16	266.39000000000004
12963.0	8	95	1856.6299999999997
12965.0	89	109	771.9099999999996
12966.0	9	10	160.18
12967.0	358	19	1660.9
12968.0	112	5	135.95
12970.0	7	151	452.23999999999995
12971.0	3	305	11189.909999999996
12974.0	197	8	144.8
12976.0	211	22	738.6
12977.0	156	9	39.24
12980.0	157	20	7374.900000000001
12981.0	29	20	372.21999999999997
12982.0	242	28	390.53999999999996
12984.0	18	4	97.5
12985.0	0	76	1239.38
12987.0	73	28	558.7
12988.0	292	92	535.32
12989.0	3	64	6924.109999999996
12990.0	31	13	409.50000000000006
12991.0	23	31	503.76
12993.0	23	27	414.75999999999993
12994.0	4	61	974.42
12995.0	85	3	211.32
12997.0	22	59	1226.89
12999.0	196	28	455.8799999999999
13000.0	106	31	534.8500000000001
13001.0	4	339	9818.820000000012
13002.0	318	7	120.94999999999999
13003.0	105	6	149.05
13004.0	11	404	5655.91
13005.0	173	26	513.7
13006.0	56	4	81.57
13008.0	323	14	229.47000000000003
13011.0	372	3	50.550000000000004
13012.0	9	89	1661.8400000000008
13013.0	1	219	4810.9400000000005
13014.0	10	110	3466.2799999999997
13015.0	53	176	3346.2800000000016
13016.0	73	47	789.8899999999996
13017.0	7	1	204.0
13018.0	16	458	7277.699999999997
13021.0	4	131	2616.38
13023.0	64	40	689.9000000000001
13026.0	1	40	975.3599999999998
13027.0	113	26	6912.0
13028.0	22	45	661.32
13029.0	30	10	1247.5
13030.0	11	99	799.4800000000001
13032.0	52	71	1010.1799999999997
13033.0	357	11	190.54999999999998
13034.0	54	37	642.77
13035.0	73	27	921.8800000000002
13037.0	138	48	881.07
13038.0	80	28	908.46
13040.0	8	43	676.9900000000001
13043.0	273	13	516.4200000000001
13044.0	291	33	560.4700000000001
13045.0	99	18	305.28
13046.0	30	35	629.31
13047.0	31	172	3237.540000000001
13048.0	14	136	1835.9099999999994
13049.0	64	14	656.6800000000002
13050.0	14	403	5836.86
13052.0	212	18	348.15000000000003
13055.0	78	76	1214.41
13058.0	24	8	271.4
13059.0	249	8	183.4
13060.0	253	15	307.53000000000003
13061.0	72	10	248.61
13062.0	191	11	346.98
13064.0	12	69	1119.4900000000005
13065.0	373	14	205.85999999999999
13066.0	24	48	470.80000000000007
13067.0	82	15	115.46000000000002
13068.0	10	2	344.0
13069.0	0	425	4436.119999999994
13070.0	192	9	228.8
13072.0	266	7	177.14999999999998
13075.0	129	22	919.61
13077.0	1	112	729.2700000000001
13078.0	3	358	12627.94
13079.0	4	6	220.09999999999997
13080.0	179	6	58.08
13081.0	11	1028	28337.38000000005
13082.0	126	73	3613.6300000000006
13083.0	4	18	303.75
13085.0	157	22	416.08000000000004
13089.0	2	1818	58825.83000000013
13090.0	8	155	8910.82
13091.0	28	21	345.82
13092.0	70	25	477.83
13093.0	275	159	7832.469999999998
13094.0	21	24	1927.3200000000002
13095.0	70	6	74.4
13097.0	32	423	6010.419999999994
13098.0	1	572	28882.440000000013
13099.0	99	1	207.35999999999999
13101.0	234	8	101.18999999999998
13102.0	1	304	6424.090000000001
13103.0	39	8	243.94
13104.0	3	20	1098.48
13106.0	133	1	76.5
13107.0	44	58	1531.6200000000003
13108.0	372	10	350.05999999999995
13109.0	59	47	786.5400000000001
13110.0	31	145	1488.6700000000012
13113.0	0	201	12245.960000000003
13115.0	11	120	2294.7800000000007
13116.0	138	30	501.14000000000004
13117.0	21	76	984.9099999999996
13118.0	19	79	1197.8099999999995
13120.0	238	1	30.599999999999998
13121.0	269	50	283.7299999999999
13122.0	94	55	922.3900000000002
13124.0	89	235	3866.3299999999977
13126.0	4	140	2099.6399999999994
13127.0	77	15	259.16999999999996
13130.0	94	2	64.0
13131.0	23	44	1073.2999999999997
13132.0	261	3	77.3
13133.0	273	7	109.80000000000001
13134.0	85	98	1793.58
13135.0	196	1	3096.0
13136.0	56	127	2607.6099999999997
13137.0	10	704	3650.409999999999
13138.0	22	63	962.3900000000001
13139.0	16	170	5064.940000000003
13140.0	108	46	423.71999999999997
13141.0	84	135	2388.7499999999995
13142.0	19	23	307.0899999999999
13144.0	332	3	110.94999999999999
13145.0	39	6	618.52
13146.0	26	17	228.91
13147.0	10	4	712.8000000000001
13148.0	29	319	3707.120000000001
13149.0	14	86	1676.0599999999997
13151.0	295	74	1257.8700000000003
13153.0	5	15	486.22
13155.0	33	85	971.76
13157.0	49	87	1741.2199999999991
13158.0	94	79	1201.0600000000004
13159.0	8	121	1437.8500000000006
13160.0	22	4	91.8
13161.0	313	8	112.75
13162.0	122	79	1688.2899999999995
13165.0	46	42	1021.4799999999999
13166.0	283	41	417.19999999999993
13167.0	18	65	791.3300000000002
13168.0	36	131	1319.19
13169.0	63	13	712.88
13170.0	26	32	116.01000000000002
13171.0	21	46	468.4099999999999
13173.0	4	43	353.65000000000003
13174.0	16	314	2817.0300000000007
13176.0	46	72	492.8400000000001
13177.0	64	17	282.45
13178.0	26	265	5725.470000000003
13182.0	45	11	121.17999999999999
13183.0	7	94	3957.7800000000016
13184.0	14	181	1701.2900000000009
13185.0	267	1	71.4
13186.0	39	79	1575.8900000000003
13187.0	337	37	236.01999999999995
13188.0	11	2	114.60000000000001
13189.0	18	29	260.68
13192.0	95	63	911.9400000000002
13193.0	61	29	117.88000000000001
13194.0	135	3	60.7
13196.0	11	110	1797.78
13198.0	10	226	3401.239999999997
13199.0	3	119	9817.120000000003
13200.0	19	46	870.09
13203.0	9	57	869.4599999999999
13207.0	15	8	250.26000000000002
13208.0	58	149	1223.8999999999999
13209.0	30	321	5891.609999999999
13210.0	93	22	353.47999999999996
13211.0	10	56	1197.4199999999998
13212.0	19	142	788.0799999999998
13213.0	56	90	1520.5800000000004
13216.0	267	5	333.74
13217.0	122	4	533.98
13218.0	127	5	62.64
13220.0	78	21	819.29
13221.0	240	66	847.4100000000001
13223.0	200	5	163.20000000000002
13224.0	60	108	2155.9499999999994
13225.0	3	32	6463.840000000002
13226.0	273	16	108.21000000000001
13227.0	201	9	257.7
13228.0	81	2	358.0
13229.0	225	10	160.95
13230.0	4	611	2806.9700000000007
13232.0	12	207	1357.6000000000015
13233.0	74	43	605.1200000000001
13235.0	212	58	1031.0699999999997
13236.0	24	36	744.8500000000003
13238.0	17	31	700.7300000000001
13239.0	261	22	329.56
13240.0	96	67	663.6500000000001
13242.0	112	13	270.40000000000003
13243.0	203	58	600.07
13244.0	92	27	121.74000000000001
13245.0	50	16	430.5
13246.0	18	141	1987.3000000000009
13247.0	17	25	501.12
13248.0	124	26	465.6799999999999
13249.0	92	23	711.41
13253.0	156	36	1030.3999999999999
13255.0	9	13	399.51
13256.0	14	1	0.0
13258.0	11	38	698.5799999999999
13259.0	61	87	292.3199999999999
13260.0	61	8	557.6200000000001
13261.0	268	9	944.1
13262.0	263	11	200.29000000000002
13263.0	1	1677	7454.069999999956
13265.0	53	91	2107.6600000000008
13266.0	11	187	3834.26
13267.0	2	211	4521.490000000001
13268.0	17	440	3214.6899999999996
13269.0	1	316	5346.23
13270.0	366	1	590.0
13271.0	37	96	217.3799999999999
13272.0	31	15	276.56000000000006
13273.0	113	16	138.97999999999996
13276.0	63	30	590.93
13277.0	15	8	258.4
13278.0	40	46	542.73
13279.0	78	9	137.75
13280.0	122	85	814.8600000000001
13282.0	18	37	1132.1399999999999
13283.0	59	7	93.66
13284.0	330	13	201.19
13285.0	23	187	2709.1200000000003
13291.0	155	42	361.10999999999996
13292.0	38	31	578.9399999999999
13294.0	189	54	873.7399999999998
13295.0	359	10	201.2
13296.0	137	5	87.4
13297.0	7	59	2089.8500000000004
13298.0	1	2	360.0
13299.0	268	5	142.5
13300.0	169	20	371.89000000000004
13301.0	103	81	618.0899999999998
13302.0	155	1	63.75
13304.0	351	21	300.4199999999999
13305.0	4	81	2000.8599999999992
13307.0	120	1	15.0
13308.0	22	54	1385.51
13309.0	7	107	1456.7899999999993
13310.0	28	72	1132.0300000000002
13311.0	4	26	598.57
13313.0	22	78	1555.3199999999993
13314.0	1	62	775.9400000000002
13316.0	37	87	5977.730000000001
13317.0	66	124	2273.679999999999
13318.0	1	20	640.76
13319.0	5	476	10845.549999999988
13320.0	78	106	1548.7000000000003
13321.0	72	11	567.36
13322.0	17	25	199.48
13323.0	3	21	787.85
13324.0	36	75	7121.949999999994
13325.0	81	12	675.3
13327.0	38	108	3627.769999999998
13328.0	316	17	1308.48
13329.0	31	17	789.0
13330.0	92	53	1140.9299999999996
13332.0	14	21	350.9
13334.0	82	268	3536.819999999998
13336.0	77	51	795.12
13338.0	157	19	487.02
13339.0	200	54	860.1200000000002
13340.0	45	134	10736.47999999999
13341.0	260	42	775.8499999999999
13343.0	177	19	353.43
13344.0	67	119	2543.720000000002
13345.0	287	20	389.50000000000006
13347.0	70	8	341.36
13348.0	64	14	233.76
13349.0	10	16	247.31999999999996
13350.0	16	40	979.1199999999999
13351.0	66	16	373.94
13352.0	60	24	397.9800000000001
13354.0	71	51	743.5300000000003
13355.0	122	32	674.7
13356.0	80	42	768.2400000000001
13357.0	257	90	609.9500000000002
13358.0	268	29	439.03000000000003
13359.0	63	23	439.55999999999995
13362.0	9	166	3090.7399999999984
13363.0	17	60	992.5000000000002
13364.0	71	10	134.96
13365.0	33	128	2225.3700000000013
13366.0	50	1	56.160000000000004
13368.0	256	29	623.4
13369.0	365	14	308.28000000000003
13370.0	371	39	754.8700000000003
13372.0	89	23	378.64
13373.0	60	158	3312.2500000000005
13375.0	88	37	778.6499999999997
13376.0	99	53	1019.7600000000003
13379.0	26	97	572.5599999999997
13381.0	31	172	3639.3100000000004
13382.0	280	15	222.99
13384.0	30	152	4151.929999999999
13385.0	329	35	534.5700000000002
13388.0	131	35	677.1000000000001
13389.0	11	51	797.96
13390.0	74	13	544.0799999999999
13391.0	203	1	59.8
13394.0	1	155	2520.0199999999995
13395.0	185	21	307.72
13396.0	29	43	1360.9899999999998
13397.0	72	38	1544.1299999999997
13398.0	192	26	457.3400000000001
13402.0	127	39	621.2300000000002
13403.0	17	3	75.0
13404.0	1	11	252.48999999999998
13405.0	74	27	572.4509999999999
13408.0	1	478	28117.039999999983
13410.0	24	28	1003.0600000000001
13411.0	107	18	213.55000000000004
13414.0	133	24	1390.5
13416.0	43	19	712.5000000000001
13417.0	4	28	640.83
13418.0	11	304	6127.429999999998
13419.0	63	16	221.05999999999995
13420.0	149	8	159.85
13421.0	40	104	1851.0799999999995
13422.0	64	127	2626.3000000000006
13425.0	108	78	1624.2099999999998
13426.0	0	157	3641.3199999999974
13427.0	19	29	582.6
13428.0	10	74	218.46999999999994
13429.0	10	67	1006.8000000000001
13430.0	18	49	679.45
13431.0	67	46	1269.0999999999995
13434.0	74	10	534.24
13435.0	5	101	3809.89
13436.0	1	12	196.88999999999996
13437.0	14	167	3408.0599999999995
13439.0	255	54	283.71
13441.0	91	13	296.64000000000004
13447.0	23	59	1129.14
13448.0	16	195	3539.370000000002
13449.0	23	19	291.88
13450.0	26	71	2043.7200000000003
13451.0	26	443	2976.149999999999
13452.0	259	2	590.0
13453.0	165	17	356.98
13455.0	24	46	1058.34
13456.0	17	63	1766.7199999999998
13458.0	7	382	9646.570000000002
13460.0	29	17	183.44
13461.0	38	27	1445.0000000000002
13462.0	252	9	151.5
13464.0	58	41	674.6800000000002
13466.0	184	17	307.90000000000003
13467.0	10	99	1083.71
13468.0	1	302	5704.970000000001
13470.0	99	10	165.0
13471.0	1	260	2531.579999999998
13473.0	60	21	422.64
13474.0	236	64	229.58999999999997
13475.0	191	86	1431.7800000000009
13476.0	178	58	1238.4699999999998
13477.0	37	79	1454.579999999999
13479.0	200	15	300.95
13481.0	45	109	1804.5599999999993
13482.0	232	11	184.64
13483.0	65	10	140.34000000000003
13484.0	241	8	313.79999999999995
13485.0	233	23	454.24
13486.0	78	69	1122.4099999999999
13487.0	57	34	575.4000000000001
13488.0	17	422	8968.309999999996
13489.0	105	14	449.52
13491.0	51	86	1215.82
13494.0	311	18	316.26
13495.0	7	48	2044.8699999999997
13496.0	10	35	653.3299999999999
13497.0	282	19	348.04999999999995
13499.0	17	42	1159.11
13500.0	23	65	1166.7700000000002
13502.0	16	18	292.0
13503.0	71	17	216.84999999999997
13504.0	64	22	295.93
13506.0	316	26	458.52000000000004
13507.0	3	162	2479.159999999999
13508.0	243	12	110.97
13509.0	8	44	979.7200000000001
13510.0	1	115	1791.5599999999984
13512.0	260	15	251.20999999999998
13513.0	126	10	205.09999999999997
13514.0	73	4	152.20000000000002
13515.0	72	59	891.1200000000002
13516.0	21	44	1389.4100000000003
13517.0	59	141	2128.42
13518.0	85	38	659.4399999999998
13519.0	78	8	122.75
13521.0	1	436	1093.6500000000003
13522.0	30	5	125.80000000000001
13523.0	33	172	3964.8800000000006
13524.0	40	27	680.1800000000001
13525.0	14	6	628.78
13527.0	33	223	2287.5100000000007
13529.0	78	15	307.76
13531.0	205	22	483.8000000000001
13532.0	33	66	210.30999999999983
13533.0	182	76	270.79000000000013
13534.0	2	296	5870.080000000015
13536.0	1	179	3448.2899999999986
13538.0	43	25	1280.85
13539.0	85	37	631.3400000000001
13544.0	39	87	291.4099999999999
13546.0	12	98	626.9899999999999
13548.0	96	124	682.41
13549.0	25	51	918.1999999999998
13551.0	319	4	91.80000000000001
13552.0	66	109	3740.070000000001
13555.0	73	136	4149.2800000000025
13557.0	28	34	584.0600000000001
13558.0	5	175	605.0599999999998
13560.0	7	33	174.37000000000003
13561.0	215	14	141.86
13562.0	81	82	1799.3299999999988
13563.0	84	49	777.5300000000001
13564.0	144	83	1749.0200000000004
13565.0	19	38	240.22000000000006
13566.0	40	176	874.7099999999997
13568.0	173	44	192.85000000000005
13569.0	17	85	373.74999999999994
13570.0	243	27	239.49000000000004
13571.0	12	341	2092.32
13572.0	205	33	1384.25
13573.0	50	26	294.4
13575.0	23	46	732.0699999999997
13576.0	10	126	6717.340000000001
13577.0	25	83	1687.5999999999988
13579.0	14	23	467.03999999999996
13581.0	309	10	117.99999999999999
13583.0	155	53	781.0300000000002
13584.0	306	24	142.40000000000003
13587.0	63	8	712.4
13588.0	15	174	2478.949999999998
13589.0	14	21	379.65000000000003
13590.0	11	87	1981.9199999999994
13591.0	64	58	1117.1300000000003
13592.0	35	16	247.95999999999995
13593.0	108	128	2037.0800000000008
13594.0	52	26	396.96999999999997
13596.0	5	166	697.04
13598.0	47	40	180.1700000000001
13599.0	1	247	5153.669999999998
13600.0	312	19	219.51999999999998
13601.0	45	99	693.3200000000002
13602.0	64	23	428.88999999999993
13603.0	26	27	164.34
13606.0	29	43	280.53999999999996
13607.0	40	98	678.0099999999996
13610.0	12	226	1131.8800000000006
13611.0	89	74	1171.8000000000002
13614.0	24	201	1610.460000000001
13615.0	318	23	417.6900000000001
13617.0	40	44	544.18
13618.0	173	13	177.34000000000003
13621.0	116	19	213.85
13623.0	30	81	747.7800000000003
13626.0	252	19	257.22999999999996
13627.0	59	92	1638.4700000000003
13629.0	23	59	7792.36
13630.0	5	71	2031.7800000000002
13631.0	99	11	3070.42
13632.0	24	146	2121.27
13634.0	33	188	1575.1600000000003
13635.0	67	62	1071.0300000000002
13636.0	36	63	949.1199999999999
13637.0	52	101	810.4999999999998
13638.0	15	8	122.64000000000001
13639.0	74	40	1033.3400000000001
13642.0	215	66	354.7999999999999
13643.0	31	28	519.44
13644.0	16	146	2624.260000000001
13645.0	120	5	252.1
13647.0	9	79	1678.1200000000001
13649.0	256	23	346.6000000000001
13650.0	16	96	1836.34
13651.0	35	6	94.2
13652.0	45	63	1095.08
13654.0	43	166	2707.329999999999
13655.0	114	56	932.9700000000004
13656.0	164	49	379.65000000000003
13657.0	10	16	382.13999999999993
13658.0	9	108	2639.1700000000037
13659.0	205	104	1573.2000000000007
13662.0	85	53	897.7600000000001
13663.0	179	13	189.47
13666.0	60	12	84.65000000000002
13667.0	149	87	305.0199999999998
13668.0	2	470	6363.589999999984
13669.0	50	9	218.55
13670.0	75	25	349.70000000000016
13672.0	301	6	186.39
13673.0	18	65	396.9199999999999
13675.0	151	25	486.82000000000005
13678.0	151	16	232.60000000000005
13680.0	1	195	3722.4200000000014
13681.0	17	57	827.83
13682.0	187	3	59.5
13684.0	285	30	67.23000000000002
13685.0	2	39	3119.4400000000014
13686.0	182	8	72.0
13689.0	63	6	910.0
13690.0	59	9	172.25
13692.0	24	53	1488.3200000000004
13694.0	3	568	65039.620000000024
13695.0	31	90	2504.1299999999987
13697.0	38	12	151.3
13699.0	155	14	308.58
13700.0	26	197	2265.119999999999
13703.0	318	1	99.5
13704.0	5	134	2308.0599999999986
13705.0	7	28	711.8600000000001
13706.0	302	20	330.78999999999996
13707.0	267	48	806.4100000000004
13708.0	271	51	296.87999999999994
13709.0	3	336	6328.050000000004
13710.0	31	8	180.48000000000002
13711.0	218	13	252.06000000000003
13712.0	246	10	228.83999999999997
13715.0	281	105	1079.3399999999997
13716.0	269	21	138.28
13717.0	32	102	1445.0100000000002
13718.0	246	12	306.55
13719.0	15	60	1041.68
13720.0	116	43	799.8999999999999
13721.0	36	28	524.14
13722.0	131	85	2375.4100000000008
13723.0	217	6	199.85000000000002
13725.0	49	104	1980.5600000000004
13726.0	38	42	1079.6600000000003
13727.0	28	20	333.4800000000001
13728.0	36	63	1016.1399999999999
13730.0	135	43	752.5999999999998
13731.0	219	38	610.5899999999999
13732.0	28	33	491.86
13735.0	24	196	2885.2399999999975
13736.0	5	191	731.8999999999999
13737.0	200	30	339.59999999999997
13739.0	18	3	216.9
13740.0	240	23	350.75
13741.0	71	34	668.43
13742.0	16	321	3131.020000000001
13743.0	2	41	1341.5999999999997
13744.0	95	72	1156.36
13745.0	162	25	300.03999999999996
13747.0	373	1	79.6
13748.0	95	28	948.2499999999998
13750.0	53	24	1647.2599999999998
13751.0	288	9	296.24999999999994
13752.0	124	76	1186.2800000000002
13753.0	287	35	741.26
13754.0	151	12	282.6
13755.0	3	342	2161.3500000000013
13756.0	2	142	5189.519999999995
13758.0	11	117	3190.550000000001
13759.0	33	25	659.41
13760.0	54	57	286.78999999999996
13761.0	50	70	1070.65
13762.0	218	7	306.72
13763.0	63	15	1714.9599999999998
13764.0	70	208	1521.7600000000002
13767.0	2	368	17220.360000000008
13769.0	2	135	2796.5099999999993
13771.0	64	119	2634.450000000001
13772.0	33	177	1132.13
13774.0	81	22	344.99999999999994
13777.0	0	197	25977.15999999998
13778.0	103	9	178.7
13780.0	7	57	360.01
13781.0	250	17	127.84000000000002
13782.0	12	115	911.9999999999992
13784.0	9	31	2462.7899999999995
13786.0	367	7	230.4
13787.0	75	31	309.04
13790.0	4	45	348.79999999999995
13791.0	127	11	1516.0
13792.0	66	13	195.54999999999995
13798.0	1	349	37153.84999999998
13799.0	116	39	688.8600000000002
13800.0	309	33	558.3199999999997
13801.0	66	23	324.79999999999995
13802.0	138	60	4599.420000000001
13803.0	255	17	277.07000000000005
13804.0	30	137	2635.7900000000004
13805.0	52	13	924.5999999999999
13806.0	63	10	256.38
13807.0	367	7	112.6
13808.0	5	76	1747.66
13819.0	301	36	1140.35
13821.0	144	59	385.64
13822.0	5	96	632.0000000000001
13823.0	18	40	957.6600000000001
13824.0	32	46	1698.9399999999998
13826.0	176	10	189.5
13827.0	57	93	412.0499999999998
13828.0	22	15	209.49000000000004
13831.0	16	74	2202.99
13832.0	19	3	52.199999999999996
13833.0	159	29	384.7999999999999
13835.0	25	55	834.57
13837.0	211	19	271.24000000000007
13838.0	5	174	691.7299999999999
13841.0	252	1	85.0
13842.0	58	206	3385.619999999999
13844.0	11	20	361.62
13845.0	64	9	312.98
13846.0	24	55	865.0600000000005
13848.0	92	5	1255.0
13849.0	51	101	1537.95
13850.0	129	93	1595.4799999999996
13851.0	95	81	2651.46
13853.0	57	23	1090.14
13854.0	8	110	8109.5199999999995
13856.0	168	14	388.5
13858.0	57	11	216.16999999999996
13859.0	326	28	201.16
13860.0	1	76	1245.9000000000003
13862.0	18	139	2209.360000000001
13863.0	247	20	305.78000000000003
13865.0	58	30	501.56
13866.0	74	7	145.67
13867.0	31	61	1015.2900000000002
13868.0	7	33	3192.54
13869.0	123	307	3104.9500000000035
13870.0	2	115	2770.9400000000005
13871.0	22	336	6403.250000000004
13873.0	119	23	389.6
13874.0	358	18	540.45
13875.0	53	104	1786.7900000000004
13876.0	63	7	122.69999999999999
13877.0	86	3	117.24000000000001
13878.0	54	36	1281.53
13880.0	21	165	3219.7700000000004
13881.0	3	178	17159.519999999993
13882.0	2	65	1191.1299999999999
13883.0	10	142	2674.479999999998
13884.0	7	59	787.6000000000001
13885.0	189	28	506.8000000000001
13886.0	71	16	243.56000000000003
13887.0	204	19	349.54999999999995
13888.0	119	40	605.63
13889.0	92	15	416.9
13890.0	1	110	1883.8099999999995
13892.0	26	27	632.97
13893.0	297	21	821.1
13894.0	23	27	564.62
13895.0	28	118	2593.0699999999993
13897.0	50	17	311.15999999999997
13898.0	325	12	155.93
13899.0	16	19	388.52000000000004
13900.0	183	43	740.9499999999997
13901.0	72	149	2867.2
13904.0	37	26	332.63999999999993
13908.0	79	122	2369.5499999999984
13911.0	57	148	2580.909999999999
13914.0	11	33	626.4499999999999
13917.0	49	18	272.04
13918.0	49	30	1212.8400000000001
13922.0	351	7	172.24999999999997
13923.0	53	20	351.13000000000005
13924.0	1	117	1838.8500000000001
13925.0	92	41	678.2499999999999
13926.0	23	11	223.85000000000002
13927.0	74	21	348.99
13928.0	10	27	464.56999999999994
13929.0	169	9	842.6500000000001
13930.0	57	17	337.3399999999999
13931.0	95	58	1237.5300000000002
13932.0	294	16	307.4
13933.0	109	23	608.7899999999998
13934.0	263	31	922.0999999999997
13936.0	179	26	376.58
13937.0	169	9	158.85
13938.0	35	7	71.66
13939.0	23	45	568.5499999999998
13940.0	17	49	839.1400000000002
13941.0	21	45	5112.96
13946.0	79	11	561.57
13947.0	65	5	90.6
13948.0	360	3	101.99999999999999
13949.0	2	160	2427.3199999999974
13950.0	11	35	745.0600000000001
13951.0	176	39	674.4499999999998
13952.0	217	137	3251.071
13953.0	7	20	3515.6800000000003
13954.0	1	25	439.92
13955.0	154	33	322.96
13956.0	5	152	1026.4200000000003
13959.0	79	92	598.1999999999999
13960.0	21	12	230.22
13962.0	21	11	169.55
13963.0	308	35	664.54
13967.0	145	2	80.7
13969.0	7	626	9053.940000000002
13971.0	18	149	2758.26
13972.0	70	15	190.25000000000009
13973.0	287	11	264.7
13974.0	49	28	413.59
13975.0	31	338	2526.2799999999993
13976.0	206	10	357.9800000000001
13978.0	14	15	196.79
13979.0	73	54	869.8700000000001
13980.0	60	11	200.14000000000001
13982.0	39	111	1871.81
13983.0	29	107	2603.43
13984.0	26	16	920.5100000000001
13985.0	4	351	7060.130000000006
13986.0	17	13	320.46000000000004
13988.0	19	234	4147.960000000001
13989.0	65	41	1266.0799999999997
13990.0	213	16	311.3
13991.0	12	84	855.9699999999999
13992.0	30	5	76.8
13993.0	42	121	3466.36
13994.0	3	155	2313.140000000001
13995.0	15	86	1393.6899999999996
13999.0	10	208	3901.8100000000036
14000.0	211	15	635.6600000000001
14001.0	45	39	2043.08
14002.0	134	47	529.73
14004.0	43	171	4582.639999999999
14005.0	9	84	2874.7200000000007
14006.0	115	30	962.1899999999999
14009.0	198	42	695.6099999999999
14012.0	277	11	328.8
14013.0	110	34	473.02
14014.0	77	39	505.18000000000006
14015.0	52	20	917.34
14019.0	46	66	1421.6100000000004
14020.0	16	39	642.8000000000001
14021.0	155	22	631.9000000000001
14022.0	225	28	440.0
14023.0	7	31	584.0699999999998
14024.0	121	16	327.7
14027.0	60	6	104.82000000000002
14029.0	63	15	467.65999999999997
14030.0	18	243	2360.0899999999997
14031.0	7	250	17286.859999999997
14032.0	2	143	2975.5900000000006
14034.0	22	89	651.8200000000002
14035.0	28	66	1428.0200000000002
14036.0	284	38	626.6499999999999
14037.0	176	28	147.20000000000005
14038.0	78	92	1560.379999999999
14039.0	33	6	152.2
14040.0	40	235	3614.9199999999996
14041.0	266	21	141.41
14044.0	26	209	652.8199999999993
14045.0	109	6	1659.75
14046.0	284	14	154.98999999999998
14047.0	8	32	1308.61
14048.0	305	85	409.9299999999999
14049.0	16	488	5681.719999999997
14050.0	31	54	746.3600000000001
14051.0	0	210	15610.389999999989
14052.0	19	56	225.35999999999993
14053.0	124	4	260.25
14054.0	65	6	92.46
14055.0	106	10	725.6400000000001
14056.0	1	1106	8214.64999999998
14057.0	23	284	6217.960000000002
14059.0	266	8	183.59999999999997
